,Folder,,,File,,Species 1,Species 2+,Note
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,nezfan1,3FC39482-3A36-4526-0B6F-E9214055B8B9_291.flac,,,,Poor quality
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,nezbel1,40260010-634B-49D5-91CE-3A67E136031E_207.flac,,Tui/bellbird,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,gryger1,4171FD50-DE07-434F-9425-F0B1426C87C5_8.flac,,Grey warbler,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,gryger1,4205341A-007C-488E-A43D-000E19EBD1CF_102.flac,,,,Poor quality
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,tui1,4264D95F-E1F5-41F6-931E-71DBC7E8A079_42.flac,,Tui/bellbird,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,gryger1,4366E9A9-1D84-470A-916A-1F71E56BBF31_68.flac,,Grey warbler,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,riflem1,436E60AD-6E45-4E1D-088F-BBB6222450E2_7.flac,,Grey warbler,"Rifleman, tui/bellbird",
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,tomtit1,44F9714C-3B11-470C-BE46-EC1812D73B8C_119.flac,,Tui/bellbird,Unknown high-pitched call,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,tomtit1,45610FD6-AB36-496D-08C1-0070A4191FEF_18.flac,,Unknown high-pitched call,"Tui/bellbird, tomtit",
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,lotkoe1,45DEE2E6-1AC8-4022-8B79-753FB8CF914E_140.flac,,Chaffinch,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,nezbel1,468CF32D-30EB-417C-AAE5-033C22E1C4E1_237.flac,,Unknown high-pitched call,Tui/bellbird,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,nezbel1,46A2F7EF-D9EB-4AA3-8333-D217644D3D47_237.flac,,Fantail,silvereye,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,nezbel1,46F36F91-DD16-46A4-AABC-5EDD4B893033_27.flac,,Tui/bellbird,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,morepo2,471B99DF-E4D8-444C-BE92-5663B2374937_0.flac,,,,Poor quality
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,nezfan1,47731DC3-3804-48A5-88F5-F4F7AEF916CA_47.flac,,Grey warbler,Fantail,Very short
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,parake,48D603E1-EC6D-4C5E-9145-DE71089CBEF0_55.flac,,Tui/bellbird,"Parakeet, silvereye",
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,weta,4984545A-0A04-4F0B-A849-8DA726C3C3C2_121.flac,,Morepork,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,nezfan1,4A2DCDB1-0C84-4C70-9AFE-0AB826623F2A_2.flac,,Tui/bellbird,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,nezbel1,4A349200-8D94-4E46-A487-FD4AD3E117D2_57.flac,,Tui/bellbird,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,gryger1,4A83F066-AC75-4A44-8374-08C838B169A9_6.flac,,Grey warbler,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,morepo2,4ABA6EB7-7697-48D5-8567-041DA72F4354_245.flac,,Morepork,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,nezbel1,4B162609-0DDA-4108-A12E-4FBF39286878_117.flac,,Tui/bellbird,Grey warbler,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,nezbel1,4B943A2E-DA2D-472D-B69F-497EE31C7293_27.flac,,Stitchbird,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,nezbel1,4C084DED-D443-45A0-9994-C152DF1A97B4_147.flac,,Tui/bellbird,chaffinch,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,eurbla,4D04D4F9-7261-4148-A535-01E2342B2518_3.flac,,blackbird,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,eurbla,4D21BF15-CC4C-4754-BBFD-8C4BA05ACBEA_183.flac,,Rifleman,fly,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,nezbel1,4DE33531-55AE-4F74-AE6A-AFE970501CAB_297.flac,,Grey warbler,"Tui/bellbird, blackbird",
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,silver3,4E7D259F-94A0-4A4E-BD15-FEADF965954D_147.flac,,Tui/bellbird,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,silver3,4F561F40-CBBA-4FF0-B8AD-374168621866_297.flac,,silvereye,Tui/bellbird,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,gryger1,4F6E918F-3E78-482A-0A1B-0279A7B5D784_203.flac,,Grey warbler,?,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,nezbel1,4FCF40F5-745F-402D-A6C0-0739FB886A41_297.flac,,Tui/bellbird,?,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,silver3,4FE06141-4262-4438-B3BC-1B1E0DA38447_258.flac,,Tui/bellbird,Silvereye,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,silver3,50954389-A34C-4F76-A1DE-9AA04C06B3CD_18.flac,,Tui/bellbird,"Silvereye, Unknown high-pitched call",
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,nezfan1,50D3CF3A-292A-44B6-9F1D-00E4777FDAAC_136.flac,,Grey warbler,"?, Unknown high-pitched call",
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,gryger1,50E13363-D03E-4A66-805E-C2C1939D1CDD_112.flac,,Fantail,Grey warbler,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,nezbel1,515E47CE-FF05-44BA-B716-BB77F9C8FBCF_267.flac,,Tui/bellbird,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,nezfan1,5162A6C7-9F45-4EB4-A72B-0DF7C4CDAEF9_2.flac,,,,Poor quality
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,comcha,51EFAC56-B90B-469D-9819-B67545E1C329_71.flac,,blackbird,?,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,tomtit1,52480136-8C7C-43D4-0ABF-0003543B89B1_147.flac,,Tui/bellbird,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,tomtit1,5251C9A9-49DE-486A-838E-6F29A6A2F424_87.flac,,blackbird,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,eurbla,533A6206-E227-4B7D-9079-097B37D42C5B_79.flac,,Tui/bellbird,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,nezbel1,535E5818-F469-44A5-98A2-0AA1B6159781_207.flac,,Tui/bellbird,Unknown high-pitched call,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,eurbla,53C6749E-B5B7-44CE-827E-00BA52DD6F7D_271.flac,,?,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,morepo2,54F6DD73-2406-44CD-B3A2-0737580EC915_24.flac,,,,Poor quality
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,tomtit1,55546FA6-97CC-434A-8AF3-0D5A631E2757_87.flac,,Grey warbler,"Unknown high-pitched call, ?",
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,tomtit1,559054CD-D4F2-4C64-9FC6-C6A5922A3862_258.flac,,Tui/bellbird,Fly,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,morepo2,563A345E-C380-43E2-B49D-F0DA1957247A_111.flac,,Morepork,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,morepo2,565551BA-B42B-49A2-98AC-0019BB88361B_38.flac,,Morepork,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,morepo2,56FD5F8C-E595-4EB0-A5A1-C137AB3F2551_1.flac,,Morepork,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,gryger1,57C6A0FC-DD0A-45B1-98FE-5EB15C1B4E93_15.flac,,silvereye,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,silver3,5874326B-5C7D-4CBD-A38A-00032AE5E38A_267.flac,,Grey warbler,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,silver3,598B773E-3670-460D-BF1D-F2D06DB0CE1E_117.flac,,silvereye,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,eurbla,59FFD3FD-EEA6-4EA2-885B-E997C9571777_214.flac,,blackbird,?rifleman,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,morepo2,5A3C0BE0-1D1D-45C6-BBC7-DCE760483B54_3.flac,,Morepork,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,silver3,5A509694-5064-4CC4-84A7-DABFE375F8C8_237.flac,,Grey warbler,"Chaffinch, tui/bellbird",
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,tomtit1,5A9EE4DC-0016-407C-ACBD-C9D2E10CD947_258.flac,,Grey warbler,"Tui/bellbird, unknown high-pitch call",
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,gryger1,5AAA7AC7-AD88-448A-B7EC-01AAB81E163E_95.flac,,Unknown high-pitched call,"?, tui/bellbird",
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,nezfan1,5B6CCA8E-6D25-4A05-85AC-09959C17DE91_41.flac,,Tui/bellbird,Unknown high-pitched call,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,riflem1,5B8D073D-F493-41CD-84CC-0698138E9486_4.flac,,Tui/bellbird,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,parake,5BECE65A-68B3-4A1B-9CD7-56F0AE9BDCFC_296.flac,,?,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,eurbla,5CAE94B9-07D8-4A51-BC51-03A83B0D5E19_223.flac,,blackbird,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,gryger1,5CE9845A-4C76-4557-9545-ADF7DB585921_2.flac,,silvereye,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,morepo2,5D405C92-1146-442A-8F5E-34365841D125_83.flac,,Morepork,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,gryger1,5DBAC8D8-19A1-475F-8B8E-ABAD5C409175_6.flac,,Grey warbler,Unknown high-pitched call,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,silver3,5E67ED05-C463-4532-BC35-C68AF1D8A41D_267.flac,,,,Poor quality
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,riflem1,5F0B576D-3D05-407B-BA12-92E360FABC8B_160.flac,,Tui/bellbird,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,tomtit1,5F0DD110-112A-412A-A993-0B2A316840A9_87.flac,,,,Poor quality
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,nezbel1,5FA27CD1-F2D0-4BE2-905F-E5F756A4FC57_237.flac,,Tui/bellbird,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,morepo2,6033F7DD-6983-46BD-BCAF-0F3F9AFD07BB_29.flac,,Morepork,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,morepo2,60B5F719-C595-403E-8B8E-43ACC8FE4060_294.flac,,Morepork,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,silver3,60BB2FCD-A2ED-433A-BCE8-E1C72CEC4EAF_147.flac,,silvereye,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,nezbel1,60C9E557-74DE-4094-8FB7-783A8FC0AFCD_267.flac,,Tui/bellbird,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,silver3,60EBFF3E-7047-4D15-9B88-C65F3C458DA2_207.flac,,blackbird,Unknown high-pitched call,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,tomtit1,62ABE412-4EAA-48E2-854E-8914AA71EF83_11.flac,,,,Poor quality
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,morepo2,63964B7F-CFD6-4FFE-9AD3-384182DF647A_8.flac,,,,Poor quality
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,nezbel1,63A7E6C6-3586-49A5-B448-E9D94BDA9A46_39.flac,,Tui/bellbird,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,nezfan1,64032756-3890-4155-9669-00A6E927E5CE_5.flac,,Tui/bellbird,Unknown high-pitched call,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,tui1,6413F6D6-8DBF-4D76-B71F-008891A4E03F_146.flac,,Unknown high-pitched call,?,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,silver3,64D3A8ED-9C2C-4B98-96E3-EDF8BF4FCB84_267.flac,,silvereye,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,gryger1,6519234C-1672-4331-B345-0D92AB3574A2_170.flac,,Grey warbler,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,tomtit1,654A8816-2F41-435F-9EAF-B41F3CA48793_27.flac,,Tomtit,Unknown high-pitched call,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,parake,655F8E6B-870E-421F-A841-04BCAD958C40_107.flac,,?,"Unknown high-pitched call, tui/bellbird",
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,gryger1,65628D44-EC9E-4EEF-B064-00E47813B65B_259.flac,,Grey warbler,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,tui1,680DFBD5-2189-4C89-A25D-001A3AE1407B_226.flac,,blackbird,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,tui1,682E8634-7101-4AEB-AB40-0AE36CEC7915_141.flac,,Tui/bellbird,Unknown high-pitched call,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,tui1,6851FACC-C4A6-4E09-8727-0072FD27F299_21.flac,,blackbird,Tui/bellbird,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,eurbla,6872C67C-D7EE-4F3D-9F0A-4F0AE816740B_43.flac,,Tui/bellbird,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,gryger1,688AFC4C-3BAB-40FB-B749-B1934F2DCD9C_144.flac,,Tui/bellbird,?,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,morepo2,6BDC4C9F-98B0-4D3F-9480-D010B7EC2814_8.flac,,Morepork,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,silver3,6D0B1DAE-7953-49A6-B491-01B35AEABC7D_117.flac,,silvereye,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,tomtit1,6D36D613-9E92-436A-AE36-00B0FE448D17_87.flac,,Tui/bellbird,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,comcha,6E029A81-170A-4650-ACA1-F98724B36E81_3.flac,,Chaffinch,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,nezbel1,6F01223C-9014-4613-B406-4F39CAD6D004_177.flac,,Tui/bellbird,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,tomtit1,6F073EBF-3A37-434D-8BE8-5F976732CBE3_117.flac,,Tui/bellbird,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,tomtit1,70E5E979-E7A9-4EA8-B810-79DF526577FD_117.flac,,Unknown high-pitched call,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,tui1,70F625E1-08A2-47FF-945C-32625622D4EF_47.flac,,Morepork,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,nezbel1,70FAF360-2215-4F2E-832C-005EBCB53DDB_27.flac,,,,Poor quality
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,nezbel1,7177E310-C3FA-48A7-BA75-2F45A7835393_207.flac,,?,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,silver3,726C7013-C38C-4695-8384-7B118C43A386_177.flac,,silvereye,Long tailed cuckoo,Unknown high-pitched call
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,morepo2,72A12B0C-5D66-450F-9B73-5163D43C95FF_107.flac,,Morepork,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,nezbel1,72AF815A-B6D6-4C5F-AFDC-BE1A9657FF81_57.flac,,Tui/bellbird,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,silver3,72C186D1-AA9E-40AD-AD3B-0FF4FC4039A9_207.flac,,,,Poor quality
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,silver3,72C78056-7F8C-481A-B4E3-88BA4DF7D066_18.flac,,silvereye,Unknown high-pitched call,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,tomtit1,73D94DE6-0215-44AC-A73F-7BD42B5A1C59_117.flac,,Tui/bellbird,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,morepo2,73EAD9DF-05EE-41BB-B44A-93111E8ED69C_62.flac,,Morepork,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,nezbel1,73F77DD7-7716-495D-9BAB-ED3C9044BC9A_87.flac,,Tui/bellbird,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,gryger1,752FBD50-932D-47A6-80AB-D7D44DD7B3CB_18.flac,,Tomtit,Unknown high-pitched call,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,tomtit1,7556AD40-EB6B-49FA-8F7E-D6EBB4A54ED8_198.flac,,Tui/bellbird,Unknown high-pitched call,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,morepo2,760D0528-67C7-47E9-A19E-3BCB87D035E9_144.flac,,Morepork,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,nezfan1,76B4DF3A-7D22-47EE-8CA3-1451B61E29C1_0.flac,,,,Poor quality
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,morepo2,775CFE71-EC6D-44F5-BC30-CB3981D9467C_210.flac,,Morepork,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,silver3,77A4F39D-9D01-4F0A-9A10-1EAC13AA3DD7_147.flac,,Tomtit,Tui/bellbird,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,silver3,783CFF72-435D-4FF5-9DDD-6C18A061ABCD_177.flac,,silvereye,Tui/bellbird,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,morepo2,784FC3E6-219E-4650-9B1B-0142E28BFC4C_32.flac,,Morepork,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,silver3,78FB7BE4-C2AC-4ED2-BF79-21ED31A2891C_57.flac,,silvereye,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,tomtit1,791F1630-C336-4EEA-8AD5-1B4EAA7B6DF6_18.flac,,Tomtit,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,weta,7937B948-CCCB-46B9-9114-07098C71ECCB_49.flac,,,,Poor quality
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,eurbla,7A285570-7A2B-4F95-8B90-9BEC6C694CE7_92.flac,,?,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,eurbla,7A6BE9D8-FD3E-4077-ACC8-954473DC6F96_0.flac,,?,,Very short
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,nezkak1,7ADC0258-31C5-4695-A3E4-DFA14D908A34_111.flac,,Kaka,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,silver3,7B995954-4802-4CF5-08B9-04D78D5B9DF4_297.flac,,Tomtit,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,comcha,7C56086F-E15F-4B32-8AEB-621E8826E626_209.flac,,,,Poor quality
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,weta,7D7D5AF6-3A8D-487F-9E4C-1FB24A15EE89_278.flac,,,,Poor quality
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,tomtit1,7DA81D25-386B-4510-AC72-98F8F9E21D68_138.flac,,Kaka,"Grey warbler, Unknown high-pitched call",
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,tomtit1,7E9B5C5D-AA9C-49FF-0A0D-52211F2576E6_57.flac,,Tui/bellbird,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,parake,7E9EF115-B9AE-4F7B-ACCA-4A7E946F5AFA_162.flac,,Chaffinch,Tui/bellbird,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,morepo2,7EF97A18-04D0-4CB1-9454-02A6A857F592_0.flac,,Morepork,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,morepo2,7F2036C4-4B56-4072-8137-1B5F8034F3C3_0.flac,,Morepork,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,nezbel1,801400E1-E5E1-4970-9D6A-835D3C7F057F_237.flac,,Tui/bellbird,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,tui1,801C3F83-91C8-473C-0BA2-0203C1DC1139_16.flac,,,,Poor quality
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,nezbel1,8093BC05-F5F2-4ED7-81D7-0DB072B540B0_297.flac,,,,Poor quality
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,gryger1,811FA548-EC6F-4DE5-B53E-328EB4F8DBB9_0.flac,,,,Poor quality
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,nezbel1,81EB7536-5278-4611-9F7C-072213E7BCD0_117.flac,,blackbird,Tui/bellbird,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,eurbla,82029ABB-6D9C-472D-85F4-D058F9FC103B_0.flac,,,,Very short
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,nezkak1,82D21A40-D9CA-4963-BE8B-DD3015F16533_76.flac,,,,Poor quality
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,nezbel1,83569D19-4369-4523-8CD1-CDD214D76718_147.flac,,Tui/bellbird,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,nezbel1,8361AF47-D0F2-476D-A379-E0AAA97AE535_13.flac,,Tui/bellbird,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,gryger1,8370AB6C-F272-4E41-AADC-0A626DFF779C_266.flac,,Unknown high-pitched call,chaffinch,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,parake,837A18F9-3A87-4D82-ADEA-DEEB8B2CAAF8_18.flac,,Unknown high-pitched call,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,nezbel1,848B169A-A3B1-4C15-B486-01D7E6FAE7FD_267.flac,,Tui/bellbird,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,silver3,84A8C7A5-DB8D-4F97-9031-3C33CBC4C4C1_237.flac,,Tui/bellbird,Silvereye,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,sonthr1,84BA2E9B-F730-4F49-85A3-6740F05386AA_37.flac,,,,Very short
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,nezbel1,84EF9A73-4903-44F0-0843-77CBCFD7A571_87.flac,,,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,nezbel1,855EB5A1-4661-4FF8-8EF1-8F55DB71D27D_237.flac,,Tui/bellbird,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,tui1,865184AA-564A-4F40-B6C3-0E6ED096AB40_149.flac,,,,Very short
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,weta,87471217-F8EC-4A1A-8D48-46E7C6D941B1_262.flac,,Morepork,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,nezbel1,87FDA959-BBFA-4E15-8726-58F9C624CA7A_117.flac,,Unknown high-pitched call,?,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,tomtit1,8939C051-76E9-41EA-AFBC-604D85834A7A_147.flac,,Tui/bellbird,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,nezbel1,89E437CD-66BD-49CE-9575-0E35740BCEA0_237.flac,,,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,nezbel1,8A914D66-99CF-413D-A140-BD6AD9AA24FC_207.flac,,Tui/bellbird,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,gryger1,8AB44617-B732-4F90-B756-B7E33AF2B4CF_17.flac,,,,Very short
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,nezbel1,8B02EF7A-B612-4C76-A4E6-A0FDCC242CA4_207.flac,,Tui/bellbird,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,gryger1,8B3C59DC-12B8-4DFF-9512-8CA48292A032_145.flac,,Chaffinch,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,silver3,8C571EB7-5C27-467B-AF93-FA4B90C7642D_237.flac,,Tui/bellbird,chaffinch,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,tomtit1,90B32A7E-8E99-402B-954A-0000311D8E99_87.flac,,,,Very short
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,tui1,9103CEA2-D9E2-48C2-A917-1E3F74D3905A_228.flac,,Tui/bellbird,kea,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,silver3,91669818-8D85-4DA6-93DB-CB4F6CD25910_237.flac,,Tui/bellbird,,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,tui1,92F01D2C-0B96-4A2C-8EE5-11A2B5ED2750_92.flac,,Long-tailed cuckoo,Tui/bellbird,
DOC_002_DuncanBayParinga,DOC_002_DuncanBayParinga,train_audio,tomtit1,9336D578-D3CC-4DE1-B2A8-05F313A9D9BF_87.flac,,,,Poor quality
